herv_ID,chrpos,avg_tumor,avg_normal,logFC,t,df,pvalue,threshold
468,103,1.26470588235294,0.0882352941176471,3.84130225398094,3.92232270276368,33,0.000419230206940058,Up
468,103,1.44117647058824,0.0882352941176471,4.02974734339405,3.70314403266063,33,0.000774743252006585,Up
468,103,1.5,0.0588235294117647,4.6724253419715,3.83583746072088,33,0.000534827038436325,Up
468,103,1.55882352941176,0.0588235294117647,4.7279204545632,3.87068415731603,33,0.00048492914224953,Up
468,103,1.58823529411765,0.0588235294117647,4.75488750216347,3.87846380110825,33,0.000474425043539598,Up
468,103,1.64705882352941,0.0882352941176471,4.22239242133645,4.09754720964891,33,0.000254863798590862,Up
468,103,1.70588235294118,0.117647058823529,3.85798099512757,4.12619409468415,33,0.000234830052971013,Up
468,103,1.76470588235294,0.117647058823529,3.90689059560852,4.13792647025011,33,0.000227078386330311,Up
468,103,1.82352941176471,0.117647058823529,3.95419631038688,4.29424400348441,33,0.000144906992695484,Up
468,103,1.82352941176471,0.117647058823529,3.95419631038688,4.13391892933155,33,0.000229697553860888,Up
468,103,2.32352941176471,0.147058823529412,3.98185265328974,4.20250679127674,33,0.000188697805739241,Up
468,103,2.47058823529412,0.176470588235294,3.8073549220576,4.39967218215758,33,0.000106830591943076,Up
468,103,2.67647058823529,0.176470588235294,3.92283213947754,4.48574979457305,33,8.32096216901479e-05,Up
468,103,2.76470588235294,0.176470588235294,3.96962635095648,4.41137731004166,33,0.000103266629376515,Up
468,103,2.82352941176471,0.205882352941176,3.77760757866355,4.43975330350383,33,9.51061578346971e-05,Up
468,103,2.88235294117647,0.294117647058824,3.29278174922785,4.4,33,0.000106729147193155,Up
468,103,2.94117647058824,0.323529411764706,3.18442457113743,4.37299121446934,33,0.000115413831600795,Up
468,103,3.02941176470588,0.323529411764706,3.22706890854592,4.24885166066468,33,0.000165157009239021,Up
468,103,3.05882352941176,0.352941176470588,3.11547721741994,4.36553092555862,33,0.000117933041355412,Up
468,103,3.17647058823529,0.352941176470588,3.16992500144231,4.40520366107618,33,0.000105131511324929,Up
468,103,3.41176470588235,0.352941176470588,3.27301849440642,4.71665360627486,33,4.24100395833507e-05,Up
468,103,3.67647058823529,0.352941176470588,3.38082178394093,4.45859693885947,33,9.00420369271299e-05,Up
468,103,3.79411764705882,0.352941176470588,3.4262647547021,4.31258843821484,33,0.000137434982151573,Up
468,103,4.08823529411765,0.382352941176471,3.41850135458241,4.38040612368074,33,0.000112962508754783,Up
468,103,4.17647058823529,0.352941176470588,3.56478461878353,4.31017574158925,33,0.000138395622909579,Up
468,103,4.32352941176471,0.352941176470588,3.61470984411521,4.42603126703625,33,9.89697039280255e-05,Up
468,103,4.26470588235294,0.352941176470588,3.59494658929378,4.35620577124554,33,0.000121158276075184,Up
468,103,4.38235294117647,0.352941176470588,3.63420601974101,4.16731589876315,33,0.000208745596958813,Up
